reward
-109
-3035
-424
-213
-339
-96
-210
-74
-253
-276
-138
-279
-88
-103
-169
-283
-371
-76
-265
-50
-109
-72
-458
-467
-39
-203
-221
-66
-205
-34
-102
-57
-58
-75
-186
-25
-65
-57
-43
-188
-50
-325
-52
-40
-204
-41
-37
-55
-64
-21
-71
-32
-72
-195
-47
-65
-39
-187
-165
-134
-172
-46
-94
-42
-50
-101
-23
-60
-27
-29
-95
-34
-49
-53
-44
-41
-139
-41
-59
-22
-55
-170
-38
-31
-145
-56
-45
-39
-52
-69
-36
-41
-53
-36
-38
-25
-52
-29
-29
-47
-49
-47
-43
-23
-28
-37
-159
-47
-33
-141
-28
-36
-25
-45
-29
-39
-30
-34
-22
-33
-41
-25
-36
-23
-30
-19
-175
-26
-27
-43
-28
-37
-31
-34
-163
-245
-31
-156
-41
-45
-35
-29
-34
-21
-32
-150
-25
-32
-59
-29
-42
-33
-22
-23
-151
-30
-25
-49
-19
-23
-40
-26
-32
-38
-23
-43
-19
-23
-26
-31
-29
-30
-20
-19
-20
-27
-21
-129
-29
-40
-29
-41
-19
-22
-25
-19
-28
-25
-130
-19
-21
-37
-21
-23
-21
-28
-19
-23
-22
-25
-17
-26
-31
-27
-23
-37
-30
-23
-27
-27
-29
-17
-44
-26
-23
-22
-39
-25
-28
-17
-20
-28
-19
-25
-30
-33
-19
-19
-17
-25
-21
-15
-15
-19
-21
-23
-23
-25
-22
-21
-19
-22
-16
-21
-19
-19
-15
-17
-20
-19
-17
-18
-15
-17
-15
-21
-19
-19
-19
-15
-15
-17
-15
-21
-21
-22
-15
-19
-21
-120
-21
-21
-17
-20
-15
-17
-15
-21
-15
-19
-21
-17
-19
-17
-118
-17
-19
-19
-15
-17
-23
-15
-19
-25
-22
-23
-24
-117
-17
-19
-23
-20
-21
-23
-21
-17
-18
-23
-21
-21
-23
-23
-25
-19
-19
-17
-23
-21
-23
-21
-23
-19
-17
-19
-121
-15
-16
-19
-19
-15
-17
-17
-17
-15
-20
-15
-15
-121
-23
-17
-21
-19
-29
-21
-24
-24
-17
-120
-21
-17
-63
-19
-25
-23
-23
-125
-24
-20
-21
-18
-24
-20
-20
-17
-20
-19
-21
-19
-19
-17
-19
-21
-18
-19
-22
-21
-17
-21
-17
-22
-23
-21
-18
-27
-19
-21
-23
-19
-29
-119
-23
-19
-18
-17
-17
-18
-18
-19
-21
-19
-21
-19
-17
-23
-19
-17
-17
-18
-20
-19
-23
-18
-23
-19
-19
-19
-23
-24
-21
-17
-18
-17
-20
-19
-19
-19
-20
-24
-15
-19
-15
-17
-27
-20
-17
-18
-17
-25
-15
-20
-20
-17
-19
-15
-20
-15
-15
-19
-20
-23
-124
-17
-19
-17
-16
-15
-27
-17
-17
-18
-15
-17
-25
-22
-19
-17
-22
-15
-15
-15
-17
-15
-17
-17
-15
-15
-17
-15
-17
-15
-15
-17
-15
-121
-17
-15
-15
-15
-15
-17
-15
-17
-17
-15
-18
-117
-21
-20
-17
-15
-17
-117
-15
-15
-23
-17
-19
-15
-15
-15
-15
-129
-15
-19
-17
-17
-17
-16
-17
-15
-25
-18
-15
-21
-17
-15
-15
-16
-15
-15
-15
-125
-17
-17
-15
-17
-17
-15
-19
-17
-15
-17
-15
-15
-15
-17
-18
-17
-18
-15
-19
-15
-19
-17
-17
-23
-17
-15
-20
-21
-18
-15
-17
-17
-15
-15
-22
-121
-21
-17
-123
-20
-21
-17
-17
-117
-17
-23
-17
-18
-18
-19
-22
-19
-21
-16
-17
-17
-16
-22
-17
-23
-19
-120
-22
-15
-20
-19
-17
-17
-15
-19
-17
-19
-21
-17
-17
-17
-17
-17
-19
-21
-18
-17
-19
-27
-18
-17
-21
-21
-121
-17
-18
-17
-19
-21
-17
-17
-18
-17
-17
-17
-119
-22
-19
-25
-21
-17
-17
-15
-15
-15
-15
-17
-17
-17
-17
-20
-21
-20
-122
-17
-17
-20
-17
-19
-20
-19
-19
-17
-15
-15
-17
-24
-17
-19
-19
-15
-15
-15
-17
-17
-19
-117
-15
-19
-15
-17
-17
-21
-19
-27
-24
-23
-21
-148
-17
-17
-18
-136
-21
-18
-17
-20
-15
-17
-15
-15
-15
-20
-22
-15
-138
-15
-21
-27
-21
-17
-15
-17
-17
-15
-16
-15
-18
-17
-24
-19
-17
-15
-128
-17
-19
-17
-17
-15
-17
-15
-15
-19
-17
-19
-17
-15
-20
-15
-16
-16
-15
-22
-15
-17
-15
-15
-17
-15
-15
-19
-15
-17
-15
-20
-17
-15
-19
-15
-17
-17
-15
-15
-17
-15
-15
-15
-17
-23
-15
-19
-15
-19
-19
-15
-15
-17
-17
-15
-15
-23
-15
-17
-15
-19
-15
-15
-19
-15
-15
-23
-17
-19
-17
-17
-15
-17
-19
-21
-15
-17
-17
-15
-17
-17
-18
